0,-0.428452,75
0.05,-0.24185,0
0.1,-0.0552473,0
0.15,0.131355,0
0.2,0.317958,0
0.25,0.50456,0
0.3,0.691163,0
0.35,0.877765,0
0.4,1.06437,0
0.45,1.25097,0
0.5,1.43757,0
0.55,1.62418,0
0.6,1.81078,0
0.65,1.99738,0
0.7,2.18398,0
0.75,2.37059,0
0.8,2.55719,0
0.85,2.74379,0
0.9,2.93039,0
0.95,3.117,0
1,3.3036,0
1.05,3.4902,0
1.1,3.6768,0
1.15,3.86341,0
1.2,4.05001,0
1.25,4.23661,0
1.3,4.42321,0
1.35,4.60982,0
1.4,4.79642,0
1.45,4.98302,0
1.5,5.16962,0
1.55,5.35623,0
1.6,5.54283,0
1.65,5.72943,0
1.7,5.91603,0
1.75,6.10264,0
1.8,6.28924,0
1.85,6.47584,0
1.9,6.66244,0
1.95,6.84905,0
2,7.03565,0
2.05,7.22225,0
2.1,7.40885,0
2.15,7.59546,0
2.2,7.78206,0
2.25,7.96866,0
2.3,8.15526,0
2.35,8.34187,0
2.4,8.52847,0
2.45,8.71507,0
2.5,8.90167,0
2.55,9.08828,0
2.6,9.27488,0
2.65,9.46148,0
2.7,9.64808,0
2.75,9.83469,0
2.8,10.0213,0
2.85,10.2079,0
2.9,10.3945,0
2.95,10.5811,0
3,10.7677,0
3.05,10.9543,0
3.1,11.1409,0
3.15,11.3275,0
3.2,11.5141,0
3.25,11.7007,0
3.3,11.8873,0
3.35,12.0739,0
3.4,12.2605,0
3.45,12.4471,0
3.5,12.6337,0
3.55,12.8203,0
3.6,13.0069,0
3.65,13.1935,0
3.7,13.3801,0
3.75,13.5667,0
3.8,13.7533,0
3.85,13.9399,0
3.9,14.1265,0
3.95,14.3131,0
4,14.4998,0
4.05,14.6864,0
4.1,14.873,0
4.15,15.0596,0
4.2,15.2462,0
4.25,15.4328,0
4.3,15.6194,0
4.35,15.806,0
4.4,15.9926,0
4.45,16.1792,0
4.5,16.3658,0
4.55,16.5524,0
4.6,16.739,0
4.65,16.9256,0
4.7,17.1122,0
4.75,17.2988,0
4.8,17.4854,0
4.85,17.672,0
4.9,17.8586,0
4.95,18.0452,0
5,18.2318,0
5.05,18.4184,0
5.1,18.605,0
5.15,18.7916,0
5.2,18.9782,0
5.25,19.1648,0
5.3,19.3514,0
5.35,19.538,0
5.4,19.7246,0
5.45,19.9112,0
5.5,20.0978,0
5.55,20.2844,0
5.6,20.471,0
5.65,20.6576,0
5.7,20.8442,0
5.75,21.0308,0
5.8,21.2174,0
5.85,21.404,0
5.9,21.5906,0
5.95,21.7772,0
6,21.9639,0
6.05,22.1505,0
6.1,22.3371,0
6.15,22.5237,0
6.2,22.7103,0
6.25,22.8969,0
6.3,23.0835,0
6.35,23.2701,0
6.4,23.4567,0
6.45,23.6433,0
6.5,23.8299,0
6.55,24.0165,0
6.6,24.2031,0
6.65,24.3897,0
6.7,24.5763,0
6.75,24.7629,0
6.8,24.9495,0
6.85,25.1361,0
6.9,25.3227,0
6.95,25.5093,0
7,25.6959,0
7.05,25.8825,0
7.1,26.0691,0
7.15,26.2557,0
7.2,26.4423,0
7.25,26.6289,0
7.3,26.8155,0
7.35,27.0021,0
7.4,27.1887,0
7.45,27.3753,0
7.5,27.5619,0
7.55,27.7485,0
7.6,27.9351,0
7.65,28.1217,0
7.7,28.3083,0
7.75,28.4949,0
7.8,28.6815,0
